"efficiency" "SD.efficiency"
"1" 1.6879938138416 0.0813704296853393
"2" 1.63966355933808 0.0456019330280833
"3" 1.84470999913756 0.111983135072514
"4" 1.83102686211932 0.0171329583134502
"5" 1.73204524521716 0.0183968958468176
"6" 1.85597262503579 0.079262931603007
"7" 1.81445162959863 0.0917395110870712
"8" 1.6651540499879 0.0740141033707186
"9" 1.83097552275285 0.134735912457109
"10" 1.72420348390006 0.155688797421753
"11" 1.85421025906689 0.193764272092376
"12" 1.63324308765586 0.198801041324623
"13" 1.79686670869123 0.134291343754157
"14" 1.89249497109558 0.0710385149111971
"15" 1.70308281646576 0.18038380909944
"16" 1.68902253361885 0.136321798837744
"17" 1.82251429799944 0.035007961622905
"18" 1.61088791899383 0.0746488499850966
"19" 1.62502052194905 0.125647869072855
"20" 1.78617608027998 0.07424249621341
"21" 1.87675714811776 0.153683033457492
"22" 1.68612120747566 0.0730656425142661
"23" 1.75350772526581 0.0971661568293348
"24" 1.76025154932868 0.143546003808733
"25" 1.67195388828404 0.0749895966332406

